project_id,wbs_code,wbs_name,total_activities,bl_project_duration,remaining_duration,total_float,bl_project_start,bl_project_finish,actual_start,actual_finish,schedule_%_complete,performance_%_complete,budget_at_completion,earned_value_cost,planned_value_cost
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUP.4thF,4th Floor,4,37,37,-65,6-Jan-27,20-Feb-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUP.RF,Roof Floor,3,26,26,-92,22-Feb-27,27-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04,B04,61,402,359,-96,15-Nov-25,21-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUB,Substructre,22,160,106,153,15-Nov-25,1-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUB.1,Replacement,1,18,18,241,6-Jan-26,28-Jan-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUB.F,Footing,4,39,58,201,10-Jan-26,24-Feb-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUB.2ndB,Basement 2,12,160,106,153,15-Nov-25,1-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUB.2ndB.1,Water Tank,5,61,29,230,15-Nov-25,26-Jan-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUB.2ndB.2,S.O.G,2,18,18,153,7-May-26,1-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUB.1stB,Basement 1,5,32,32,178,29-Mar-26,5-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUP,Superstructure,39,266,283,-96,30-Apr-26,21-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUP.GF,Ground Floor,4,28,28,155,30-Apr-26,6-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUP.1stF,1st Floor,4,35,35,107,4-Jun-26,15-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUP.2ndF,2nd Floor,4,35,35,73,15-Jul-26,25-Aug-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUP.3rdF,3rd Floor,4,35,35,38,25-Aug-26,5-Oct-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUP.4thF,4th Floor,4,34,34,7,3-Oct-26,11-Nov-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUP.5thF,5th Floor,4,32,32,-23,10-Nov-26,16-Dec-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUP.6thF,6th Floor,4,30,30,-45,12-Dec-26,16-Jan-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUP.7thF,7th Floor,4,29,29,-73,11-Jan-27,14-Feb-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUP.8thF,8th Floor,4,27,27,-95,9-Feb-27,15-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B04.SUP.RF,Roof Floor,3,17,16,-107,27-Feb-27,21-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A,Approval,193,403,373,-120,29-Nov-25,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02,Part 02,94,395,373,-120,8-Dec-25,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01,B01,56,395,373,-120,8-Dec-25,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUB,Substructre,17,165,144,109,8-Dec-25,1-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUB.1,Replacement,1,12,12,241,8-Dec-25,21-Dec-25,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUB.F,Footing,4,32,12,241,13-Dec-25,19-Jan-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUB.2ndB,Basement 2,7,118,121,109,3-Feb-26,1-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUB.2ndB.1,S.O.G,2,16,16,109,13-Jun-26,1-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUB.1stB,Basement 1,5,27,27,168,15-Mar-26,20-Apr-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUP,Superstructure,39,286,287,-120,22-Apr-26,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUP.GF,Ground Floor,4,30,30,137,22-Apr-26,26-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUP.1stF,1st Floor,4,31,31,102,4-Jun-26,11-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUP.2ndF,2nd Floor,4,27,27,72,15-Jul-26,16-Aug-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUP.3rdF,3rd Floor,4,29,29,39,22-Aug-26,24-Sep-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUP.4thF,4th Floor,4,31,31,4,30-Sep-26,5-Nov-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUP.5thF,5th Floor,4,27,27,-26,10-Nov-26,10-Dec-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUP.6thF,6th Floor,4,27,27,-56,15-Dec-26,16-Jan-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUP.7thF,7th Floor,4,26,26,-83,18-Jan-27,17-Feb-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUP.8thF,8th Floor,4,24,24,-107,18-Feb-27,21-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B01.SUP.RF,Roof Floor,3,18,17,-120,16-Mar-27,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02,B02,38,371,330,-77,23-Dec-25,23-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUB,Substructre,15,167,159,94,23-Dec-25,19-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUB.1,Replacement,1,12,12,241,23-Dec-25,5-Jan-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUB.F,Footing,4,36,52,201,25-Dec-25,7-Feb-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUB.2ndB,Basement 2,6,127,157,94,10-Feb-26,19-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUB.2ndB.SOG,S.O.G,2,12,12,94,6-Jul-26,19-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUB.1stB,Basement 1,4,26,26,195,24-Mar-26,23-Apr-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUP,Superstructure,23,266,265,-77,3-May-26,23-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUP.GF,Ground Floor,4,32,33,155,3-May-26,13-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUP.1stF,1st Floor,4,31,31,105,7-Jul-26,12-Aug-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUP.2ndF,2nd Floor,4,34,34,53,3-Sep-26,13-Oct-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUP.3rdF,3rd Floor,4,34,34,2,4-Nov-26,13-Dec-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUP.4thF,4th Floor,4,33,33,-46,4-Jan-27,13-Feb-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P02.B02.SUP.RF,Roof Floor,3,22,22,-77,23-Feb-27,23-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01,Part 01,99,403,360,-107,29-Nov-25,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03,B03,38,368,347,-94,10-Jan-26,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUB,Substructre,15,108,89,164,10-Jan-26,21-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUB.4,Replacement,1,12,12,241,10-Jan-26,22-Jan-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUB.1,Footing,4,36,52,201,12-Jan-26,23-Feb-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUB.3,Basement 2,6,68,86,164,26-Feb-26,21-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUB.3.2,S.O.G,2,16,16,164,4-May-26,21-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUB.2,Basement 1,4,26,26,182,8-Apr-26,9-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUP,Superstructure,23,269,273,-94,12-May-26,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUP.GF,Ground Floor,4,22,22,157,12-May-26,10-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUP.1stF,1st Floor,4,34,34,94,12-Jul-26,20-Aug-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUP.2ndF,2nd Floor,4,34,34,39,16-Sep-26,26-Oct-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUP.3rdF,3rd Floor,4,34,34,-14,18-Nov-26,27-Dec-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUP.4thF,4th Floor,4,31,31,-65,21-Jan-27,27-Feb-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B03.SUP.RF,Roof Floor,3,22,22,-94,8-Mar-27,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04,B04,61,403,360,-107,29-Nov-25,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUB,Substructre,22,154,100,153,29-Nov-25,8-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUB.1,Replacement,1,12,12,241,21-Jan-26,4-Feb-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUB.F,Footing,4,33,52,201,24-Jan-26,3-Mar-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF,Basement 2,12,154,100,153,29-Nov-25,8-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF.WT,Water Tank,5,55,23,230,29-Nov-25,2-Feb-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF.SOG,S.O.G,2,12,12,153,21-May-26,8-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUB.1stB,Basement 1,5,26,26,178,12-Apr-26,12-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUP,Superstructure,39,267,284,-107,14-May-26,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUP.GF,Ground Floor,4,22,22,155,14-May-26,13-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUP.1stF,1st Floor,4,29,29,107,18-Jun-26,22-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUP.2ndF,2nd Floor,4,29,29,73,30-Jul-26,2-Sep-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUP.3rdF,3rd Floor,4,29,29,38,9-Sep-26,13-Oct-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUP.4thF,4th Floor,4,28,28,7,18-Oct-26,18-Nov-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUP.5thF,5th Floor,4,26,26,-23,24-Nov-26,23-Dec-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUP.6thF,6th Floor,4,24,24,-49,26-Dec-26,23-Jan-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUP.7thF,7th Floor,4,23,23,-73,26-Jan-27,21-Feb-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUP.8thF,8th Floor,4,21,21,-95,23-Feb-27,22-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.A.P01.B04.SUP.RF,Roof Floor,3,18,17,-107,16-Mar-27,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.2,Handover Works,6,36,75,-144,6-Mar-27,10-Apr-27,,,0,0,0,0,0
